Subtopic,QuestionNumber,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,188,একটি সমকোণী ত্রিভুজের সমকোণ সংলগ্ন বাহুগুলো ১০ সেমি এবং ২৪ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?,110,120,130,140,  B,ক্ষেত্রফল = ১/২ × ১০ × ২৪ = ১২০ বর্গ সেমি। Option B সঠিক।,7
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,189,"একটি ত্রিভুজের শীর্ষবিন্দুগুলো (১,২), (৫,৬), এবং (৭,৩)। এর ক্ষেত্রফল কত বর্গ একক?",10,12,14,16,  A,ক্ষেত্রফল = ১/২ × |১(৬ − ৩) + ৫(৩ − ২) + ৭(২ − ৬)| = ১/২ × |৩ + ৫ − ২৮| = ১/২ × ২০ = ১০ বর্গ একক। Option A সঠিক।,7
ক্ষেত্রফল সম্পর্কিত উপপাদ্য,190,"একটি ট্রাপিজিয়ামের সমান্তরাল বাহুগুলো ১৬ সেমি এবং ৮ সেমি, এবং অসমান্তরাল বাহুগুলো ৬ সেমি। এর ক্ষেত্রফল কত বর্গ সেমি?",53.64,54.64,55.64,56.64,  A,উচ্চতা = √(৶² − ((১৬ − ৮)/২)²) = √(৩৬ − ১৬) = √২০ ≈ ৪.৪৭ সেমি। ক্ষেত্রফল = ১/২ × (১৬ + ৮) × ৪.৪৭ ≈ ৫৩.৬৪ বর্গ সেমি। Option A সঠিক।,7
সম্পাদ্য,191,একটি দেওয়া রেখাংশ AB-এর সমান একটি রেখাংশ CD রচনা করতে কোন সরঞ্জাম প্রয়োজন?,শুধু কম্পাস,শুধু সোজা রুলার,কম্পাস এবং রুলার,"কম্পাস, রুলার এবং প্রট্রাক্টর",  C,"একটি রেখাংশের সমান রেখাংশ রচনা করতে, কম্পাস দিয়ে দৈর্ঘ্য পরিমাপ করা হয় এবং রুলার দিয়ে রেখাংশ আঁকা হয়। তাই, কম্পাস এবং রুলার প্রয়োজন। Option C সঠিক।",1
সম্পাদ্য,192,একটি ৬০° কোণ রচনা করতে প্রথম ধাপ কী?,একটি রেখাংশ আঁকা,একটি বৃত্ত আঁকা,একটি কোণ পরিমাপ করা,একটি সমকোণ আঁকা,  A,"৬০° কোণ রচনা করতে প্রথমে একটি রেখাংশ আঁকা হয়, তারপর কম্পাস দিয়ে সমবাহু ত্রিভুজের বৈশিষ্ট্য ব্যবহার করে কোণটি তৈরি করা হয়। Option A সঠিক।",1
সম্পাদ্য,193,একটি রেখাংশের লম্ব সমদ্বিখণ্ডক রচনা করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,2,3,4,5,  C,"লম্ব সমদ্বিখণ্ডক রচনা করতে, রেখাংশের দুই প্রান্ত থেকে দুটি করে চাপ (মোট ৪টি) আঁকা হয়, যা মধ্যবিন্দুতে ছেদ করে। Option C সঠিক।",1
সম্পাদ্য,194,একটি ৯০° কোণ রচনা করতে নিম্নলিখিত কোন ধাপটি প্রয়োজন?,একটি ৬০° কোণ আঁকা,একটি রেখাংশের লম্ব সমদ্বিখণ্ডক আঁকা,একটি বৃত্তের কেন্দ্র নির্ণয় করা,একটি সমান্তরাল রেখা আঁকা,  B,"৯০° কোণ রচনা করতে একটি রেখাংশের লম্ব সমদ্বিখণ্ডক আঁকা হয়, যা লম্ব রেখা তৈরি করে। Option B সঠিক।",2
সম্পাদ্য,195,একটি দেওয়া কোণ ABC-এর সমান একটি কোণ DEF রচনা করতে কোন সরঞ্জাম ব্যবহার করা হয়?,শুধু রুলার,কম্পাস এবং রুলার,শুধু কম্পাস,প্রট্রাক্টর এবং রুলার,  B,কোণের সমান কোণ রচনা করতে কম্পাস দিয়ে কোণের মাপ নেওয়া হয় এবং রুলার দিয়ে রেখাংশ আঁকা হয়। Option B সঠিক।,2
সম্পাদ্য,196,একটি কোণের সমদ্বিখণ্ডক রচনা করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,2,3,4,5,  C,"কোণের সমদ্বিখণ্ডক রচনা করতে, কোণের ভিতরে দুটি চাপ (কোণের বাহুগুলোতে) এবং আরও দুটি চাপ (মধ্যবিন্দু নির্ণয়ের জন্য) আঁকা হয়, মোট ৪টি। Option C সঠিক।",2
সম্পাদ্য,197,একটি সমান্তরাল রেখা রচনা করতে নিম্নলিখিত কোন পদ্ধতি ব্যবহার করা হয়?,লম্ব সমদ্বিখণ্ডক আঁকা,সমান কোণ রচনা করে,বৃত্তের কেন্দ্র নির্ণয় করা,কোণের সমদ্বিখণ্ডক আঁকা,  B,সমান্তরাল রেখা রচনা করতে সমান কোণ (বিকল্প কোণ বা সম্পূরক কোণ) ব্যবহার করা হয়। Option B সঠিক।,3
সম্পাদ্য,198,"একটি ত্রিভুজের তিনটি বাহুর দৈর্ঘ্য ৪ সেমি, ৫ সেমি, এবং ৬ সেমি দেওয়া আছে। এটি রচনা করা সম্ভব কিনা?",হ্যাঁ,না,নির্ধারণ করা যায় না,শুধু কম্পাস দিয়ে সম্ভব,  A,"ত্রিভুজ রচনার শর্ত: ৪ + ৫ > ৬, ৪ + ৬ > ৫, ৫ + ৬ > ৪। শর্তগুলো পূরণ হয়, তাই রচনা সম্ভব। Option A সঠিক।",3
সম্পাদ্য,199,একটি ৪৫° কোণ রচনা করতে কোন ধাপটি প্রয়োজন?,৬০° কোণের সমদ্বিখণ্ডক আঁকা,৯০° কোণের সমদ্বিখণ্ডক আঁকা,একটি বৃত্তের কেন্দ্র নির্ণয় করা,সমান্তরাল রেখা আঁকা,  B,৪৫° কোণ রচনা করতে ৯০° কোণের সমদ্বিখণ্ডক আঁকা হয়। Option B সঠিক।,3
সম্পাদ্য,200,"একটি ত্রিভুজের দুটি বাহু ৫ সেমি এবং ৬ সেমি, এবং তাদের মধ্যবর্তী কোণ ৬০°। এই ত্রিভুজটি রচনা করতে প্রথম ধাপ কী?",একটি ৬০° কোণ আঁকা,একটি ৫ সেমি রেখাংশ আঁকা,একটি ৬ সেমি চাপ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,  B,"SAS ত্রিভুজ রচনা করতে প্রথমে একটি বাহু (যেমন ৫ সেমি) আঁকা হয়, তারপর ৬০° কোণ এবং অন্য বাহু (৬ সেমি)। Option B সঠিক।",4
সম্পাদ্য,201,একটি বৃত্তের একটি বিন্দুতে স্পর্শক রচনা করতে কোন ধাপটি প্রয়োজন?,বৃত্তের কেন্দ্রে একটি লম্ব আঁকা,বিন্দু থেকে কেন্দ্রে একটি লম্ব আঁকা,বৃত্তের ব্যাস আঁকা,বৃত্তের একটি চাপ আঁকা,  B,"স্পর্শক রচনা করতে বিন্দু থেকে বৃত্তের কেন্দ্রে লম্ব আঁকা হয়, যা স্পর্শক হিসেবে কাজ করে। Option B সঠিক।",4
সম্পাদ্য,202,"একটি ত্রিভুজের তিনটি কোণ ৬০°, ৪৫°, এবং ৭৫° দেওয়া আছে। এটি রচনা করা সম্ভব কিনা?",হ্যাঁ,না,নির্ধারণ করা যায় না,শুধু প্রট্রাক্টর দিয়ে সম্ভব,  A,"কোণগুলোর যোগফল = ৬০° + ৪৫° + ৭৫° = ১৮০°, তাই ত্রিভুজ রচনা সম্ভব। Option A সঠিক।",4
সম্পাদ্য,203,"একটি ত্রিভুজের দুটি কোণ ৪৫° এবং ৬০°, এবং তাদের মধ্যবর্তী বাহু ৮ সেমি। এই ত্রিভুজটি রচনা করতে তৃতীয় কোণটি কত?",65°,70°,75°,80°,  C,তৃতীয় কোণ = ১৮০° − (৪৫° + ৬০°) = ৭৫°। Option C সঠিক।,5
সম্পাদ্য,204,একটি বৃত্তের বাইরের একটি বিন্দু থেকে স্পর্শক রচনা করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,4,5,6,7,  C,বাইরের বিন্দু থেকে স্পর্শক রচনা করতে ৬টি চাপ আঁকা হয়: কেন্দ্র ও বিন্দুর মধ্যবর্তী রেখার সমদ্বিখণ্ডক (৪টি চাপ) এবং স্পর্শ বিন্দু নির্ণয়ের জন্য ২টি চাপ। Option C সঠিক।,5
সম্পাদ্য,205,"একটি ত্রিভুজের পরিসীমা ১৮ সেমি এবং বাহুগুলোর দৈর্ঘ্য ৫ সেমি, ৬ সেমি, এবং ৭ সেমি। এটি রচনা করতে প্রথম ধাপ কী?",একটি ৫ সেমি রেখাংশ আঁকা,একটি ৬০° কোণ আঁকা,একটি বৃত্ত আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,  A,SSS ত্রিভুজ রচনা করতে প্রথমে একটি বাহু (যেমন ৫ সেমি) আঁকা হয়। Option A সঠিক।,5
সম্পাদ্য,206,একটি ত্রিভুজের ভিতরে একটি বৃত্ত (অন্তঃবৃত্ত) রচনা করতে প্রথমে কী করতে হবে?,ত্রিভুজের কোণ সমদ্বিখণ্ডক আঁকা,ত্রিভুজের বাহু সমদ্বিখণ্ডক আঁকা,ত্রিভুজের পরিবৃত্ত আঁকা,ত্রিভুজের উচ্চতা আঁকা,  A,অন্তঃবৃত্তের কেন্দ্র ত্রিভুজের কোণ সমদ্বিখণ্ডকগুলোর ছেদবিন্দুতে। তাই প্রথমে কোণ সমদ্বিখণ্ডক আঁকা হয়। Option A সঠিক।,6
সম্পাদ্য,207,একটি ত্রিভুজের বাইরে একটি বৃত্ত (পরিবৃত্ত) রচনা করতে কী প্রয়োজন?,ত্রিভুজের কোণ সমদ্বিখণ্ডক,ত্রিভুজের বাহু সমদ্বিখণ্ডক,ত্রিভুজের মধ্যমা,ত্রিভুজের উচ্চতা,  B,পরিবৃত্তের কেন্দ্র ত্রিভুজের বাহু সমদ্বিখণ্ডকগুলোর ছেদবিন্দুতে। Option B সঠিক।,6
সম্পাদ্য,208,একটি দেওয়া রেখাংশকে ৪টি সমান ভাগে ভাগ করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,6,8,10,12,  B,"রেখাংশকে ৪ ভাগে ভাগ করতে, সমান্তরাল রেখা পদ্ধতি ব্যবহার করা হয়, যার জন্য ৮টি চাপ আঁকা হয় (প্রতি ভাগের জন্য ২টি চাপ)। Option B সঠিক।",6
সম্পাদ্য,209,একটি নিয়মিত পঞ্চভুজ রচনা করতে প্রথমে কী করতে হবে?,একটি বৃত্ত আঁকা,একটি ৬০° কোণ আঁকা,একটি রেখাংশ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,  A,"নিয়মিত পঞ্চভুজ রচনা করতে প্রথমে একটি বৃত্ত আঁকা হয়, যার উপর ৭২° কোণে বিন্দুগুলো চিহ্নিত করা হয়। Option A সঠিক।",7
সম্পাদ্য,210,"একটি ত্রিভুজের দেওয়া তিনটি বাহু ৬ সেমি, ৭ সেমি, এবং ৮ সেমি। এটি রচনা করতে কোন ধাপটি দ্বিতীয়?",একটি ৬০° কোণ আঁকা,একটি ৭ সেমি চাপ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,একটি সমান্তরাল রেখা আঁকা,  B,"প্রথমে একটি বাহু (যেমন ৬ সেমি) আঁকা হয়, তারপর কম্পাস দিয়ে ৭ সেমি চাপ আঁকা হয়। Option B সঠিক।",7
সম্পাদ্য,211,একটি বৃত্তের একটি বিন্দুতে দুটি স্পর্শক রচনা করা সম্ভব কিনা?,হ্যাঁ,না,নির্ধারণ করা যায় না,শুধু প্রট্রাক্টর দিয়ে সম্ভব,  B,"একটি বিন্দুতে একটি মাত্র স্পর্শক সম্ভব, কারণ স্পর্শক বৃত্তের ত্রিজ্যার সাথে লম্ব। Option B সঠিক।",7
সম্পাদ্য,212,একটি ত্রিভুজের অন্তঃবৃত্ত রচনা করতে কয়টি কোণ সমদ্বিখণ্ডক আঁকতে হয়?,1,2,3,4,  B,"অন্তঃবৃত্তের কেন্দ্র নির্ণয়ের জন্য দুটি কোণ সমদ্বিখণ্ডক যথেষ্ট, কারণ তৃতীয়টি একই বিন্দুতে ছেদ করে। Option B সঠিক।",8
সম্পাদ্য,213,একটি ত্রিভুজের পরিবৃত্ত রচনা করতে কয়টি বাহু সমদ্বিখণ্ডক আঁকতে হয়?,1,2,3,4,  B,পরিবৃত্তের কেন্দ্র নির্ণয়ের জন্য দুটি বাহু সমদ্বিখণ্ডক যথেষ্ট। Option B সঠিক।,8
সম্পাদ্য,214,একটি দেওয়া রেখাংশকে ৫টি সমান ভাগে ভাগ করতে কোন পদ্ধতি ব্যবহার করা হয়?,সমান্তরাল রেখা পদ্ধতি,লম্ব সমদ্বিখণ্ডক পদ্ধতি,কোণ সমদ্বিখণ্ডক পদ্ধতি,বৃত্তের চাপ পদ্ধতি,  A,রেখাংশকে সমান ভাগে ভাগ করতে সমান্তরাল রেখা পদ্ধতি ব্যবহার করা হয়। Option A সঠিক।,8
সম্পাদ্য,215,একটি নিয়মিত ষড়ভুজ রচনা করতে কোন কোণটি প্রয়োজন?,60°,90°,120°,150°,  A,নিয়মিত ষড়ভুজ রচনা করতে বৃত্তের উপর ৬০° কেন্দ্রীয় কোণে (৩৬০°/৬) বিন্দুগুলো চিহ্নিত করা হয়। Option A সঠিক।,9
সম্পাদ্য,216,"একটি ত্রিভুজের দেওয়া তিনটি কোণ ৩০°, ৬০°, এবং ৯০°। এটি রচনা করতে প্রথম ধাপ কী?",একটি ৯০° কোণ আঁকা,একটি ৬০° কোণ আঁকা,একটি ৩০° কোণ আঁকা,একটি রেখাংশ আঁকা,  D,"ASA ত্রিভুজ রচনা করতে প্রথমে একটি রেখাংশ আঁকা হয়, তারপর কোণগুলো রচনা করা হয়। Option D সঠিক।",9
সম্পাদ্য,217,একটি বৃত্তের বাইরের একটি বিন্দু থেকে দুটি স্পর্শক রচনা করতে কোন ধাপটি প্রথমে করতে হবে?,বিন্দু থেকে কেন্দ্রে একটি রেখা আঁকা,বৃত্তের একটি চাপ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,একটি ৯০° কোণ আঁকা,  A,স্পর্শক রচনা করতে প্রথমে বিন্দু থেকে বৃত্তের কেন্দ্রে একটি রেখা আঁকা হয়। Option A সঠিক।,9
সম্পাদ্য,218,একটি নিয়মিত পঞ্চভুজের একটি বাহু ৫ সেমি দেওয়া আছে। এটি রচনা করতে কেন্দ্রীয় কোণ কত হবে?,60°,72°,90°,108°,  B,নিয়মিত পঞ্চভুজের কেন্দ্রীয় কোণ = ৩৬০°/৫ = ৭২°। Option B সঠিক।,10
সম্পাদ্য,219,একটি ত্রিভুজের অন্তঃবৃত্ত এবং পরিবৃত্ত রচনা করতে মোট কয়টি চাপ আঁকতে হয়?,8,10,12,14,  C,"অন্তঃবৃত্তের জন্য ৪টি চাপ (দুটি কোণ সমদ্বিখণ্ডক) এবং পরিবৃত্তের জন্য ৪টি চাপ (দুটি বাহু সমদ্বিখণ্ডক), প্লাস বৃত্ত আঁকার জন্য ২টি চাপ, মোট ৮ + ৪ = ১২টি। Option C সঠিক।",10
সম্পাদ্য,220,একটি দেওয়া রেখাংশকে ৬টি সমান ভাগে ভাগ করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,10,12,14,16,  B,"৬ ভাগে ভাগ করতে সমান্তরাল রেখা পদ্ধতিতে প্রতি ভাগের জন্য ২টি চাপ, মোট ৬ × ২ = ১২টি চাপ। Option B সঠিক।",10
সম্পাদ্য,221,একটি দেওয়া রেখাংশ PQ-এর সমান একটি রেখাংশ RS রচনা করতে প্রথম ধাপ কী?,কম্পাস দিয়ে একটি চাপ আঁকা,রুলার দিয়ে একটি রেখাংশ আঁকা,একটি বৃত্ত আঁকা,একটি কোণ আঁকা,  B,"রেখাংশের সমান রেখাংশ রচনা করতে প্রথমে রুলার দিয়ে একটি রেখাংশ আঁকা হয়, তারপর কম্পাস দিয়ে PQ-এর দৈর্ঘ্য নিয়ে RS আঁকা হয়। Option B সঠিক।",1
সম্পাদ্য,222,একটি ৩০° কোণ রচনা করতে কোন কোণের সমদ্বিখণ্ডক প্রয়োজন?,৪৫°,৬০°,৯০°,১২০°,  B,"৩০° কোণ রচনা করতে প্রথমে ৬০° কোণ আঁকা হয়, তারপর এর সমদ্বিখণ্ডক আঁকা হয়। Option B সঠিক।",1
সম্পাদ্য,223,একটি রেখাংশের মধ্যবিন্দু নির্ণয় করতে কোন পদ্ধতি ব্যবহার করা হয়?,কোণ সমদ্বিখণ্ডক,লম্ব সমদ্বিখণ্ডক,সমান্তরাল রেখা,বৃত্তের চাপ,  B,রেখাংশের মধ্যবিন্দু নির্ণয়ের জন্য লম্ব সমদ্বিখণ্ডক আঁকা হয়। Option B সঠিক।,1
সম্পাদ্য,224,একটি দেওয়া রেখাংশের উপর লম্ব রেখা রচনা করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,2,3,4,5,  C,"লম্ব রেখা রচনা করতে রেখাংশের দুই প্রান্ত থেকে দুটি করে চাপ (মোট ৪টি) আঁকা হয়, যা মধ্যবিন্দুতে ছেদ করে। Option C সঠিক।",2
সম্পাদ্য,225,একটি দেওয়া কোণ XYZ-এর সমান একটি কোণ UVW রচনা করতে প্রথম ধাপ কী?,একটি বৃত্ত আঁকা,একটি রেখাংশ আঁকা,একটি চাপ আঁকা,একটি লম্ব আঁকা,  B,"কোণের সমান কোণ রচনা করতে প্রথমে রুলার দিয়ে একটি রেখাংশ আঁকা হয়, তারপর কম্পাস দিয়ে কোণের মাপ নেওয়া হয়। Option B সঠিক।",2
সম্পাদ্য,226,একটি ১২০° কোণ রচনা করতে কোন ধাপটি প্রয়োজন?,দুটি ৬০° কোণের সমষ্টি,একটি ৯০° কোণের সমদ্বিখণ্ডক,একটি ৪৫° কোণের দ্বিগুণ,একটি বৃত্তের ব্যাস,  A,১২০° কোণ রচনা করতে দুটি ৬০° কোণের সমষ্টি (৬০° + ৬০°) তৈরি করা হয়। Option A সঠিক।,2
সম্পাদ্য,227,"একটি ত্রিভুজের তিনটি বাহুর দৈর্ঘ্য ৫ সেমি, ৭ সেমি, এবং ১০ সেমি। এটি রচনা করা সম্ভব কিনা?",হ্যাঁ,না,নির্ধারণ করা যায় না,শুধু প্রট্রাক্টর দিয়ে সম্ভব,  A,"ত্রিভুজ রচনার শর্ত: ৫ + ৭ > ১০ (১২ > ১০), ৫ + ১০ > ৭ (১৫ > ৭), ৭ + ১০ > ৫ (১৭ > ৫)। শর্তগুলো পূরণ হয়, তাই রচনা সম্ভব। Option A সঠিক।",3
সম্পাদ্য,228,একটি সমান্তরাল রেখা রচনা করতে কোন সরঞ্জামের সংমিশ্রণ প্রয়োজন?,শুধু রুলার,শুধু কম্পাস,কম্পাস এবং রুলার,প্রট্রাক্টর এবং কম্পাস,  C,সমান্তরাল রেখা রচনা করতে কম্পাস দিয়ে সমান কোণ তৈরি করা হয় এবং রুলার দিয়ে রেখা আঁকা হয়। Option C সঠিক।,3
সম্পাদ্য,229,একটি ১৫° কোণ রচনা করতে কোন ধাপটি প্রয়োজন?,৩০° কোণের সমদ্বিখণ্ডক,৬০° কোণের সমদ্বিখণ্ডক,৪৫° কোণের সমদ্বিখণ্ডক,৯০° কোণের সমদ্বিখণ্ডক,  A,১৫° কোণ রচনা করতে ৩০° কোণের সমদ্বিখণ্ডক আঁকা হয়। Option A সঠিক।,3
সম্পাদ্য,230,"একটি ত্রিভুজের দুটি বাহু ৪ সেমি এবং ৫ সেমি, এবং তাদের মধ্যবর্তী কোণ ৩০°। এই ত্রিভুজটি রচনা করতে দ্বিতীয় ধাপ কী?",একটি ৩০° কোণ আঁকা,একটি ৫ সেমি চাপ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,একটি সমান্তরাল রেখা আঁকা,  A,"SAS ত্রিভুজ রচনা করতে প্রথমে একটি বাহু (যেমন ৪ সেমি) আঁকা হয়, তারপর ৩০° কোণ আঁকা হয়। Option A সঠিক।",4
সম্পাদ্য,231,একটি বৃত্তের একটি বিন্দুতে স্পর্শক রচনা করতে প্রথম ধাপ কী?,বিন্দু থেকে কেন্দ্রে একটি রেখা আঁকা,একটি বৃত্ত আঁকা,একটি চাপ আঁকা,একটি ৯০° কোণ আঁকা,  A,"স্পর্শক রচনা করতে প্রথমে বিন্দু থেকে বৃত্তের কেন্দ্রে একটি রেখা আঁকা হয়, যা লম্ব হিসেবে কাজ করে। Option A সঠিক।",4
সম্পাদ্য,232,"একটি ত্রিভুজের দুটি কোণ ৩০° এবং ৪৫°, এবং তাদের মধ্যবর্তী বাহু ৬ সেমি। এই ত্রিভুজটি রচনা করতে তৃতীয় কোণ কত?",100°,105°,110°,115°,  B,তৃতীয় কোণ = ১৮০° − (৩০° + ৪৫°) = ১০৫°। Option B সঠিক।,4
সম্পাদ্য,233,"একটি ত্রিভুজের তিনটি বাহুর দৈর্ঘ্য ৬ সেমি, ৮ সেমি, এবং ১০ সেমি। এটি রচনা করতে প্রথম ধাপ কী?",একটি ৬ সেমি রেখাংশ আঁকা,একটি ৬০° কোণ আঁকা,একটি বৃত্ত আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,  A,SSS ত্রিভুজ রচনা করতে প্রথমে একটি বাহু (যেমন ৬ সেমি) আঁকা হয়। Option A সঠিক।,5
সম্পাদ্য,234,একটি বৃত্তের বাইরের একটি বিন্দু থেকে স্পর্শক রচনা করতে প্রথম ধাপ কী?,বিন্দু থেকে কেন্দ্রে একটি রেখা আঁকা,একটি বৃত্ত আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,একটি ৯০° কোণ আঁকা,  A,স্পর্শক রচনা করতে প্রথমে বিন্দু থেকে বৃত্তের কেন্দ্রে একটি রেখা আঁকা হয়। Option A সঠিক।,5
সম্পাদ্য,235,একটি কোণের সমদ্বিখণ্ডক রচনা করতে প্রথমে কী করতে হবে?,কোণের শীর্ষবিন্দুতে একটি চাপ আঁকা,একটি রেখাংশ আঁকা,একটি বৃত্ত আঁকা,একটি লম্ব আঁকা,  A,কোণের সমদ্বিখণ্ডক রচনা করতে প্রথমে কোণের শীর্ষবিন্দুতে কম্পাস দিয়ে একটি চাপ আঁকা হয়। Option A সঠিক।,5
সম্পাদ্য,236,একটি ত্রিভুজের অন্তঃবৃত্ত রচনা করতে প্রথম ধাপ কী?,ত্রিভুজের কোণ সমদ্বিখণ্ডক আঁকা,ত্রিভুজের বাহু সমদ্বিখণ্ডক আঁকা,ত্রিভুজের মধ্যমা আঁকা,ত্রিভুজের উচ্চতা আঁকা,  A,অন্তঃবৃত্তের কেন্দ্র ত্রিভুজের কোণ সমদ্বিখণ্ডকগুলোর ছেদবিন্দুতে। তাই প্রথমে কোণ সমদ্বিখণ্ডক আঁকা হয়। Option A সঠিক।,6
সম্পাদ্য,237,একটি ত্রিভুজের পরিবৃত্ত রচনা করতে প্রথম ধাপ কী?,ত্রিভুজের কোণ সমদ্বিখণ্ডক আঁকা,ত্রিভুজের বাহু সমদ্বিখণ্ডক আঁকা,ত্রিভুজের মধ্যমা আঁকা,ত্রিভুজের উচ্চতা আঁকা,  B,পরিবৃত্তের কেন্দ্র ত্রিভুজের বাহু সমদ্বিখণ্ডকগুলোর ছেদবিন্দুতে। তাই প্রথমে বাহু সমদ্বিখণ্ডক আঁকা হয়। Option B সঠিক।,6
সম্পাদ্য,238,একটি দেওয়া রেখাংশকে ৩টি সমান ভাগে ভাগ করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,4,6,8,10,  B,"৩ ভাগে ভাগ করতে সমান্তরাল রেখা পদ্ধতিতে প্রতি ভাগের জন্য ২টি চাপ, মোট ৩ × ২ = ৬টি চাপ। Option B সঠিক।",6
সম্পাদ্য,239,একটি নিয়মিত চতুর্ভুজ (বর্গক্ষেত্র) রচনা করতে প্রথম ধাপ কী?,একটি বৃত্ত আঁকা,একটি ৯০° কোণ আঁকা,একটি রেখাংশ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,  A,"নিয়মিত চতুর্ভুজ রচনা করতে প্রথমে একটি বৃত্ত আঁকা হয়, যার উপর ৯০° কোণে বিন্দুগুলো চিহ্নিত করা হয়। Option A সঠিক।",7
সম্পাদ্য,240,"একটি ত্রিভুজের দেওয়া তিনটি বাহু ৩ সেমি, ৪ সেমি, এবং ৫ সেমি। এটি রচনা করতে দ্বিতীয় ধাপ কী?",একটি ৩ সেমি চাপ আঁকা,একটি ৪ সেমি চাপ আঁকা,একটি লম্ব সমদ্বিখণ্ডক আঁকা,একটি ৬০° কোণ আঁকা,  B,"প্রথমে একটি বাহু (যেমন ৩ সেমি) আঁকা হয়, তারপর কম্পাস দিয়ে ৪ সেমি চাপ আঁকা হয়। Option B সঠিক।",7
সম্পাদ্য,241,একটি বৃত্তের বাইরের একটি বিন্দু থেকে দুটি স্পর্শক রচনা করা সম্ভব কিনা?,হ্যাঁ,না,নির্ধারণ করা যায় না,শুধু প্রট্রাক্টর দিয়ে সম্ভব,  A,বৃত্তের বাইরের একটি বিন্দু থেকে দুটি স্পর্শক রচনা সম্ভব। Option A সঠিক।,7
সম্পাদ্য,242,একটি ত্রিভুজের অন্তঃবৃত্ত রচনা করতে কয়টি কোণ সমদ্বিখণ্ডক প্রয়োজন?,1,2,3,4,  B,অন্তঃবৃত্তের কেন্দ্র নির্ণয়ের জন্য দুটি কোণ সমদ্বিখণ্ডক যথেষ্ট। Option B সঠিক।,8
সম্পাদ্য,243,একটি ত্রিভুজের পরিবৃত্ত রচনা করতে কয়টি বাহু সমদ্বিখণ্ডক প্রয়োজন?,1,2,3,4,  B,পরিবৃত্তের কেন্দ্র নির্ণয়ের জন্য দুটি বাহু সমদ্বিখণ্ডক যথেষ্ট। Option B সঠিক।,8
সম্পাদ্য,244,একটি দেওয়া রেখাংশকে ৫টি সমান ভাগে ভাগ করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,8,10,12,14,  B,"৫ ভাগে ভাগ করতে সমান্তরাল রেখা পদ্ধতিতে প্রতি ভাগের জন্য ২টি চাপ, মোট ৫ × ২ = ১০টি চাপ। Option B সঠিক।",8
সম্পাদ্য,245,একটি নিয়মিত পঞ্চভুজ রচনা করতে কেন্দ্রীয় কোণ কত হবে?,60°,72°,90°,108°,  B,নিয়মিত পঞ্চভুজের কেন্দ্রীয় কোণ = ৩৬০°/৫ = ৭২°। Option B সঠিক।,9
সম্পাদ্য,246,"একটি ত্রিভুজের দেওয়া তিনটি কোণ ৪৫°, ৪৫°, এবং ৯০°। এটি রচনা করতে প্রথম ধাপ কী?",একটি ৯০° কোণ আঁকা,একটি ৪৫° কোণ আঁকা,একটি রেখাংশ আঁকা,একটি বৃত্ত আঁকা,  C,"ASA ত্রিভুজে প্রথমে একটি রেখাংশ আঁকা হয়, তারপর কোণগুলো রচনা করা হয়। Option C সঠিক।",9
সম্পাদ্য,247,একটি বৃত্তের বাইরের একটি বিন্দু থেকে দুটি স্পর্শক রচনা করতে কম্পাস দিয়ে কয়টি চাপ আঁকতে হয়?,6,8,10,12,  A,দুটি স্পর্শক রচনা করতে ৬টি চাপ আঁকা হয়: মধ্যবর্তী রেখার সমদ্বিখণ্ডক (৪টি) এবং স্পর্শ বিন্দুগুলোর জন্য ২টি। Option A সঠিক।,9
সম্পাদ্য,248,একটি নিয়মিত ষড়ভুজের একটি বাহু ৬ সেমি দেওয়া আছে। এটি রচনা করতে কেন্দ্রীয় কোণ কত হবে?,60°,90°,120°,150°,  A,নিয়মিত ষড়ভুজের কেন্দ্রীয় কোণ = ৩৬০°/৬ = ৬০°। Option A সঠিক।,10
