Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,246,একটি থলেতে 3টি লাল ও 2টি নীল বল আছে। প্রথমে নীল ও পরে লাল বল পাওয়ার সম্ভাবনা কত? (প্রতিস্থাপন ছাড়া),3/10,1/5,2/5,1/2,A,সম্ভাবনা ট্রি: (2/5)×(3/4) = 3/10,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,247,একটি পাত্রে 2টি সাদা ও 8টি কালো বল আছে। 2টি বল তুললে উভয়ই কালো হওয়ার সম্ভাবনা কত?,14/45,28/45,7/15,8/15,B,P(কালো) = (8/10)×(7/9) = 28/45,4
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,248,একটি মুদ্রা 3 বার নিক্ষেপ করলে কমপক্ষে 2 বার 'হেড' পাওয়ার সম্ভাবনা কত?,1/2,3/8,5/8,7/8,A,সম্ভাবনা ট্রি থেকে: P(2H) + P(3H) = 3C2×(1/2)^3 + 3C3×(1/2)^3 = 1/2,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,249,একটি পাশা 2 বার নিক্ষেপ করলে যোগফল 9 হওয়ার সম্ভাবনা কত?,1/9,1/12,1/18,1/36,A,"যোগফল 9 হয় 4 উপায়ে: (3,6),(4,5),(5,4),(6,3), P=4/36=1/9",5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,250,একটি থলেতে 6টি লাল ও 6টি নীল বল আছে। 4টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?,0.5,0.6,0.7,0.8,A,সম্ভাবনা = 1 - P(সব লাল + সব নীল) = 1 - [(6C4 + 6C4)/12C4] ≈ 0.5,5
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,251,একটি থলেতে 5টি লাল ও 3টি নীল বল আছে। 2টি বল তুললে একটি লাল ও একটি নীল হওয়ার সম্ভাবনা কত?,15/28,5/14,3/7,1/2,A,সম্ভাবনা ট্রি: (5/8 × 3/7) + (3/8 × 5/7) = 15/28,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,252,একটি মুদ্রা 3 বার নিক্ষেপ করলে সংখ্যাগতভাবে বেশি 'হেড' পাওয়ার সম্ভাবনা কত?,1/2,3/8,5/8,7/8,A,"নমুনাক্ষেত্র: 4/8 (2H1T,3H) + 4/8 (1H2T,0H) = 1/2",6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,253,একটি পাত্রে 4টি সাদা ও 6টি কালো বল আছে। 3টি বল তুললে কমপক্ষে 1টি সাদা হওয়ার সম্ভাবনা কত?,5/6,2/3,1/2,1/3,A,1 - P(সব কালো) = 1 - (6C3/10C3) = 5/6,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,254,একটি পরিবারে 4টি শিশু থাকলে ঠিক 2 জন ছেলে হওয়ার সম্ভাবনা কত?,3/8,5/16,1/2,7/16,A,সম্ভাবনা ট্রি: 4C2 × (1/2)^4 = 6/16 = 3/8,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,255,একটি পাশা 2 বার নিক্ষেপ করলে যোগফল 6 হওয়ার সম্ভাবনা কত?,5/36,1/6,7/36,1/4,A,"নমুনাক্ষেত্রে 5 উপায়: (1,5),(2,4),(3,3),(4,2),(5,1)",6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,256,"একটি থলেতে 3টি লাল, 2টি নীল ও 1টি সবুজ বল আছে। 2টি বল তুললে ভিন্ন রং হওয়ার সম্ভাবনা কত?",11/15,2/3,7/15,1/2,A,1 - P(একই রং) = 1 - (3C2 + 2C2)/6C2 = 11/15,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,257,একটি মুদ্রা 4 বার নিক্ষেপ করলে 'হেড' সংখ্যা বিজোড় হওয়ার সম্ভাবনা কত?,1/2,3/8,5/8,7/8,A,"নমুনাক্ষেত্রে 8/16 (1H,3H) = 1/2",6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,258,একটি ক্লাসে 60% শিক্ষার্থী গণিত পছন্দ করে। 5 জনের মধ্যে 3 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.34,0.4,0.45,0.5,A,সম্ভাবনা ট্রি: 5C3 × (0.6)^3 × (0.4)^2 ≈ 0.34,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,259,একটি পাত্রে 5টি লাল ও 5টি নীল বল আছে। 3টি বল তুললে কমপক্ষে 2টি লাল হওয়ার সম্ভাবনা কত?,1/2,2/3,3/4,5/6,A,P(2লাল) + P(3লাল) = (5C2×5C1 + 5C3)/10C3 = 1/2,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,260,একটি পাশা ও একটি মুদ্রা নিক্ষেপে পাশায় 5 ও মুদ্রায় 'হেড' পাওয়ার সম্ভাবনা কত?,1/12,1/6,1/4,1/2,A,সম্ভাবনা ট্রি: (1/6) × (1/2) = 1/12,6
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,261,একটি থলেতে 4টি লাল ও 6টি নীল বল আছে। 3টি বল তুললে 2টি লাল ও 1টি নীল হওয়ার সম্ভাবনা কত?,1/3,3/10,1/2,2/3,B,সম্ভাবনা ট্রি: (4C2 × 6C1)/10C3 = 36/120 = 3/10,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,262,একটি মুদ্রা 5 বার নিক্ষেপ করলে সংখ্যাগতভাবে বেশি 'টেইল' পাওয়ার সম্ভাবনা কত?,1/2,11/32,5/16,3/8,A,"নমুনাক্ষেত্রে 16/32 (3T,4T,5T) = 1/2",7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,263,একটি পাত্রে 3টি সাদা ও 7টি কালো বল আছে। 4টি বল তুললে কমপক্ষে 2টি সাদা হওয়ার সম্ভাবনা কত?,1/3,1/2,2/3,3/4,A,P(2সাদা) + P(3সাদা) = (3C2×7C2 + 3C3×7C1)/10C4 = 1/3,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,264,একটি পরিবারে 5টি শিশু থাকলে কমপক্ষে 2 জন মেয়ে হওয়ার সম্ভাবনা কত?,13/16,7/8,15/16,31/32,A,1 - P(0মেয়ে) - P(1মেয়ে) = 1 - 1/32 - 5/32 = 26/32 = 13/16,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,265,একটি পাশা 3 বার নিক্ষেপ করলে যোগফল 10 হওয়ার সম্ভাবনা কত?,1/8,3/32,1/12,1/6,A,"নমুনাক্ষেত্রে 27/216 = 1/8 (6,3,1 এর বিন্যাস)",7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,266,"একটি থলেতে 2টি লাল, 3টি নীল ও 4টি সবুজ বল আছে। 3টি বল তুললে তিনটি ভিন্ন রং হওয়ার সম্ভাবনা কত?",2/7,3/14,1/7,4/21,A,সম্ভাবনা ট্রি: (2×3×4)/84 = 24/84 = 2/7,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,267,একটি মুদ্রা 6 বার নিক্ষেপ করলে 'হেড' সংখ্যা জোড় হওয়ার সম্ভাবনা কত?,1/2,3/8,5/8,7/8,A,"নমুনাক্ষেত্রে 32/64 (0H,2H,4H,6H) = 1/2",7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,268,একটি ক্লাসে 70% শিক্ষার্থী বিজ্ঞান পছন্দ করে। 6 জনের মধ্যে 4 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.32,0.35,0.4,0.45,A,সম্ভাবনা ট্রি: 6C4 × (0.7)^4 × (0.3)^2 ≈ 0.32,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,269,একটি পাত্রে 6টি লাল ও 6টি নীল বল আছে। 5টি বল তুললে কমপক্ষে 3টি লাল হওয়ার সম্ভাবনা কত?,1/2,2/3,3/4,5/6,A,P(3লাল) + P(4লাল) + P(5লাল) = (6C3×6C2 + 6C4×6C1 + 6C5)/12C5 = 1/2,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,270,একটি পাশা ও দুটি মুদ্রা নিক্ষেপে পাশায় 4 ও মুদ্রায় একই ফলাফল পাওয়ার সম্ভাবনা কত?,1/12,1/6,1/4,1/2,A,সম্ভাবনা ট্রি: (1/6) × (2/4) = 1/12,7
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,271,একটি থলেতে 5টি লাল ও 7টি নীল বল আছে। 4টি বল তুললে 2টি লাল ও 2টি নীল হওয়ার সম্ভাবনা কত?,14/33,7/22,5/11,3/11,A,সম্ভাবনা ট্রি: (5C2 × 7C2)/12C4 = 210/495 = 14/33,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,272,একটি মুদ্রা 7 বার নিক্ষেপ করলে সংখ্যাগতভাবে 'হেড' বেশি পাওয়ার সম্ভাবনা কত?,1/2,93/128,29/64,99/128,A,"নমুনাক্ষেত্রে 64/128 (4H,5H,6H,7H) = 1/2",8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,273,একটি পাত্রে 4টি সাদা ও 8টি কালো বল আছে। 5টি বল তুললে কমপক্ষে 3টি সাদা হওয়ার সম্ভাবনা কত?,14/99,28/99,42/99,56/99,A,P(3সাদা) + P(4সাদা) = (4C3×8C2 + 4C4×8C1)/12C5 = 168/1188 = 14/99,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,274,একটি পরিবারে 6টি শিশু থাকলে কমপক্ষে 3 জন মেয়ে হওয়ার সম্ভাবনা কত?,21/32,11/16,23/32,3/4,A,1 - P(0মেয়ে) - P(1মেয়ে) - P(2মেয়ে) = 1 - 1/64 - 6/64 - 15/64 = 42/64 = 21/32,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,275,একটি পাশা 4 বার নিক্ষেপ করলে যোগফল 15 হওয়ার সম্ভাবনা কত?,5/324,1/54,7/324,1/36,A,"নমুনাক্ষেত্রে 20/1296 (6,6,6,3 এর বিন্যাস) = 5/324",8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,276,"একটি থলেতে 3টি লাল, 4টি নীল ও 5টি সবুজ বল আছে। 4টি বল তুললে চারটি ভিন্ন রং না হওয়ার সম্ভাবনা কত?",1,0.99,0.95,0.9,A,সম্ভাবনা = 1 (কারণ 4টি বল তুললে 4টি ভিন্ন রং সম্ভব নয়),8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,277,একটি মুদ্রা 8 বার নিক্ষেপ করলে 'হেড' সংখ্যা মৌলিক সংখ্যা হওয়ার সম্ভাবনা কত?,69/256,35/128,37/128,39/128,A,"নমুনাক্ষেত্রে 138/512 (2H,3H,5H,7H) = 69/256",8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,278,একটি ক্লাসে 80% শিক্ষার্থী গণিত পছন্দ করে। 7 জনের মধ্যে 5 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.28,0.3,0.32,0.35,A,সম্ভাবনা ট্রি: 7C5 × (0.8)^5 × (0.2)^2 ≈ 0.28,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,279,একটি পাত্রে 7টি লাল ও 7টি নীল বল আছে। 6টি বল তুললে কমপক্ষে 4টি লাল হওয়ার সম্ভাবনা কত?,1/2,2/3,3/4,5/6,A,P(4লাল) + P(5লাল) + P(6লাল) = (7C4×7C2 + 7C5×7C1 + 7C6)/14C6 = 1/2,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,280,একটি পাশা ও তিনটি মুদ্রা নিক্ষেপে পাশায় 3 ও মুদ্রায় কমপক্ষে 2টি 'হেড' পাওয়ার সম্ভাবনা কত?,1/12,1/6,1/4,1/2,A,সম্ভাবনা ট্রি: (1/6) × (4/8) = 1/12,8
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,281,একটি থলেতে 6টি লাল ও 9টি নীল বল আছে। 5টি বল তুললে 3টি লাল ও 2টি নীল হওয়ার সম্ভাবনা কত?,140/429,160/429,180/429,200/429,A,সম্ভাবনা ট্রি: (6C3 × 9C2)/15C5 = 1260/6435 = 140/429,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,282,একটি মুদ্রা 9 বার নিক্ষেপ করলে সংখ্যাগতভাবে 'টেইল' বেশি পাওয়ার সম্ভাবনা কত?,1/2,251/512,129/256,253/512,A,"নমুনাক্ষেত্রে 256/512 (5T,6T,7T,8T,9T) = 1/2",9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,283,একটি পাত্রে 5টি সাদা ও 10টি কালো বল আছে। 6টি বল তুললে কমপক্ষে 4টি সাদা হওয়ার সম্ভাবনা কত?,23/429,46/429,69/429,92/429,A,P(4সাদা) + P(5সাদা) = (5C4×10C2 + 5C5×10C1)/15C6 = 230/3003 ≈ 23/429,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,284,একটি পরিবারে 7টি শিশু থাকলে কমপক্ষে 4 জন মেয়ে হওয়ার সম্ভাবনা কত?,99/128,103/128,107/128,111/128,A,1 - P(0মেয়ে) - P(1মেয়ে) - P(2মেয়ে) - P(3মেয়ে) = 1 - 1/128 - 7/128 - 21/128 - 35/128 = 64/128 = 1/2,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,285,একটি পাশা 5 বার নিক্ষেপ করলে যোগফল 20 হওয়ার সম্ভাবনা কত?,7/1296,1/144,5/648,1/108,A,"নমুনাক্ষেত্রে 126/7776 (6,6,6,6,2 এর বিন্যাস) = 7/1296",9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,286,"একটি থলেতে 4টি লাল, 5টি নীল ও 6টি সবুজ বল আছে। 5টি বল তুললে তিনটি ভিন্ন রং হওয়ার সম্ভাবনা কত?",120/1001,240/1001,360/1001,480/1001,A,সম্ভাবনা ট্রি: (4×5×6×3!)/3003 = 720/3003 = 240/1001,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,287,একটি মুদ্রা 10 বার নিক্ষেপ করলে 'হেড' সংখ্যা 3 এর গুণিতক হওয়ার সম্ভাবনা কত?,341/1024,343/1024,345/1024,347/1024,A,"নমুনাক্ষেত্রে 342/1024 (0H,3H,6H,9H) ≈ 341/1024",9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,288,একটি ক্লাসে 90% শিক্ষার্থী বিজ্ঞান পছন্দ করে। 8 জনের মধ্যে 6 জন বিজ্ঞান পছন্দ করবে এমন সম্ভাবনা কত?,0.15,0.2,0.25,0.3,A,সম্ভাবনা ট্রি: 8C6 × (0.9)^6 × (0.1)^2 ≈ 0.15,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,289,একটি পাত্রে 8টি লাল ও 8টি নীল বল আছে। 7টি বল তুললে কমপক্ষে 5টি লাল হওয়ার সম্ভাবনা কত?,1/2,2/3,3/4,5/6,A,P(5লাল) + P(6লাল) + P(7লাল) = (8C5×8C2 + 8C6×8C1 + 8C7)/16C7 = 1/2,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,290,একটি পাশা ও চারটি মুদ্রা নিক্ষেপে পাশায় 2 ও মুদ্রায় ঠিক 3টি 'হেড' পাওয়ার সম্ভাবনা কত?,5/96,1/24,7/96,1/12,B,সম্ভাবনা ট্রি: (1/6) × (4/16) = 4/96 = 1/24,9
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,291,একটি থলেতে 7টি লাল ও 11টি নীল বল আছে। 6টি বল তুললে 4টি লাল ও 2টি নীল হওয়ার সম্ভাবনা কত?,1617/12376,3234/12376,4851/12376,6468/12376,A,সম্ভাবনা ট্রি: (7C4 × 11C2)/18C6 = 11550/18564 ≈ 1617/12376,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,292,একটি মুদ্রা 11 বার নিক্ষেপ করলে সংখ্যাগতভাবে 'হেড' বেশি পাওয়ার সম্ভাবনা কত?,1/2,1023/2048,1025/2048,1027/2048,A,"নমুনাক্ষেত্রে 1024/2048 (6H,7H,8H,9H,10H,11H) = 1/2",10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,293,একটি পাত্রে 6টি সাদা ও 12টি কালো বল আছে। 7টি বল তুললে কমপক্ষে 5টি সাদা হওয়ার সম্ভাবনা কত?,17/442,34/442,51/442,68/442,A,P(5সাদা) + P(6সাদা) = (6C5×12C2 + 6C6×12C1)/18C7 = 612/18564 ≈ 17/442,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,294,একটি পরিবারে 8টি শিশু থাকলে কমপক্ষে 5 জন মেয়ে হওয়ার সম্ভাবনা কত?,93/128,95/128,97/128,99/128,A,1 - P(0মেয়ে) - P(1মেয়ে) - P(2মেয়ে) - P(3মেয়ে) - P(4মেয়ে) = 1 - 1/256 - 8/256 - 28/256 - 56/256 - 70/256 = 93/256,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,295,একটি পাশা 6 বার নিক্ষেপ করলে যোগফল 25 হওয়ার সম্ভাবনা কত?,7/46656,1/648,5/3888,1/648,A,"নমুনাক্ষেত্রে 252/46656 (6,6,6,6,6,1 এর বিন্যাস) = 7/46656",10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,296,"একটি থলেতে 5টি লাল, 6টি নীল ও 7টি সবুজ বল আছে। 6টি বল তুললে তিনটি ভিন্ন রং হওয়ার সম্ভাবনা কত?",1050/12376,2100/12376,3150/12376,4200/12376,A,সম্ভাবনা ট্রি: (5×6×7×3!)/18564 = 1260/18564 ≈ 1050/12376,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,297,একটি মুদ্রা 12 বার নিক্ষেপ করলে 'হেড' সংখ্যা 4 এর গুণিতক হওয়ার সম্ভাবনা কত?,1365/4096,1367/4096,1369/4096,1371/4096,A,"নমুনাক্ষেত্রে 1365/4096 (0H,4H,8H,12H)",10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,298,একটি ক্লাসে 95% শিক্ষার্থী গণিত পছন্দ করে। 10 জনের মধ্যে 8 জন গণিত পছন্দ করবে এমন সম্ভাবনা কত?,0.07,0.1,0.15,0.2,A,সম্ভাবনা ট্রি: 10C8 × (0.95)^8 × (0.05)^2 ≈ 0.07,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,299,একটি পাত্রে 9টি লাল ও 9টি নীল বল আছে। 8টি বল তুললে কমপক্ষে 6টি লাল হওয়ার সম্ভাবনা কত?,1/2,2/3,3/4,5/6,A,P(6লাল) + P(7লাল) + P(8লাল) = (9C6×9C2 + 9C7×9C1 + 9C8)/18C8 = 1/2,10
নমুনাক্ষেত্র এবং সম্ভাবনা গাছ দ্বারা সম্ভাবনা নির্ণয়,300,একটি পাশা ও পাঁচটি মুদ্রা নিক্ষেপে পাশায় 1 ও মুদ্রায় কমপক্ষে 4টি 'হেড' পাওয়ার সম্ভাবনা কত?,3/64,1/16,5/64,3/32,A,সম্ভাবনা ট্রি: (1/6) × (6/32) = 6/192 = 1/32,10
